Class_Name,Jobs_per_ 1Minute,Jobs_per_ 5 Minutes,Jobs_per_ 15Minutes,Mem capacity,Disk_capacity_GB,Num_of_CPU_Cores,Avg_Recieve_Kbps,Avg_Transmit_Kbps
Very LOW,0.021755398,0.022205741,0.023270217,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757514,0.022209711,0.023273651,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761377,0.02221147,0.023275244,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763489,0.022210471,0.02327446,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762063,0.022210219,0.02327419,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021793396,0.022237996,0.023300444,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021793908,0.022238164,0.02329314,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763468,0.022209794,0.023272678,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756829,0.022204721,0.023270278,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767089,0.022217229,0.023282174,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021774097,0.022221959,0.023282783,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758027,0.022205337,0.023269209,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755461,0.022204383,0.023268751,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755974,0.022204721,0.02327043,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766888,0.022216707,0.023283905,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021788957,0.02223749,0.023299379,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021793908,0.022243716,0.023310462,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021789128,0.022238502,0.023302117,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021807386,0.022253509,0.023311236,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021799183,0.022245862,0.023304107,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021815571,0.022260586,0.023314273,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021796297,0.022241707,0.023296945,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757685,0.022205736,0.023268904,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175305,0.022201647,0.023266295,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754092,0.022202523,0.023267225,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753579,0.022202016,0.023267225,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754606,0.022203952,0.023269765,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764183,0.022211315,0.023274245,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758198,0.022208272,0.023273787,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756829,0.022209455,0.02328004,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021802781,0.022247778,0.023300596,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755119,0.0222032,0.023267835,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754761,0.022204106,0.023269209,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757343,0.022205229,0.02326982,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764245,0.022213635,0.023280026,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021775976,0.02222331,0.023285069,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764696,0.022211653,0.023273177,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755849,0.022203952,0.023268654,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754948,0.022203369,0.023268141,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175529,0.022203538,0.023267988,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755228,0.022203184,0.023267822,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755119,0.022203707,0.023268599,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175854,0.022206751,0.023270583,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755632,0.022203369,0.023267988,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753517,0.022202415,0.023267683,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754092,0.022202016,0.023267225,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755119,0.02220303,0.023267377,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754606,0.022202723,0.023267544,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754777,0.022203369,0.023268751,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763328,0.022211653,0.023275923,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766265,0.022215171,0.023278918,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763499,0.022216216,0.023286897,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021804828,0.022249295,0.023303637,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021773102,0.022222082,0.023285153,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021773584,0.022222466,0.02328644,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763157,0.022209963,0.023271193,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175756,0.022205951,0.023270319,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756829,0.022204383,0.023269209,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764183,0.022213005,0.02327943,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021774967,0.022222542,0.023284875,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757514,0.022205736,0.02327043,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755538,0.022203492,0.023267961,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754092,0.0222032,0.023268293,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756145,0.022204214,0.023268446,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755538,0.022204568,0.023268654,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753921,0.022202354,0.023267377,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758882,0.022207765,0.023272261,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763313,0.022211638,0.02327559,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761789,0.022210301,0.023275313,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755803,0.022204045,0.023268904,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755632,0.022204552,0.023270735,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02177186,0.022221007,0.023285567,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767944,0.022215202,0.023277143,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758805,0.022207949,0.023275174,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021788103,0.022238839,0.023303029,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021799539,0.022240189,0.023295423,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021773569,0.022220701,0.02328349,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021785884,0.022237321,0.023301812,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021776318,0.022224661,0.023288268,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782297,0.022228038,0.023284917,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757248,0.022205797,0.023270597,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021757171,0.022205905,0.023270278,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755974,0.022204214,0.023268446,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754761,0.022202723,0.023267544,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754777,0.022203707,0.023268599,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754606,0.022203538,0.023268141,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756005,0.022204875,0.023270319,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175854,0.022207089,0.023271041,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764012,0.02221385,0.023279277,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021778384,0.022226688,0.023293735,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021755632,0.022203538,0.023268293,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754777,0.022203707,0.023268141,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021756316,0.022204891,0.023269057,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758369,0.022205229,0.023270735,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021794249,0.022244068,0.023306373,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021814532,0.022262868,0.023317502,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021768286,0.022216047,0.023278668,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176367,0.022212329,0.023275923,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764183,0.022212667,0.023275923,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761789,0.022209963,0.023274092,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764183,0.022212667,0.023276533,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763624,0.022211638,0.023275729,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021771534,0.022219763,0.023282631,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021769141,0.022218074,0.023282174,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021778539,0.022229389,0.023296945,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021814377,0.022258396,0.023309716,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021768597,0.022217168,0.023280995,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021832268,0.022278094,0.023335203,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021829543,0.022271362,0.023320345,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021781334,0.022227302,0.023289445,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021834512,0.02227817,0.023332668,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021800392,0.022244574,0.023303029,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021774439,0.022222635,0.023282783,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767944,0.022215878,0.023278668,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.0217644,0.022211945,0.023275451,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021760592,0.022209286,0.023273787,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762225,0.022210715,0.023274618,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02176196,0.022210639,0.02327516,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021775464,0.022222635,0.023284764,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765954,0.022215938,0.023280442,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780077,0.022233271,0.023300748,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021814718,0.022258396,0.023309716,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764867,0.022214095,0.023277946,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766406,0.02221385,0.02327699,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021763157,0.022211653,0.023276685,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021778228,0.022228376,0.023294426,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021790323,0.022236815,0.023294662,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021771363,0.022219594,0.02328324,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021787762,0.022237152,0.023299075,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021788957,0.022236646,0.023299379,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021783197,0.022230525,0.023291106,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021791347,0.02223749,0.023297097,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021765722,0.022210639,0.023273177,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021762846,0.022212253,0.023277532,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021767773,0.022215709,0.023278972,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766577,0.022214695,0.02327821,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021764556,0.022212099,0.02327559,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021761789,0.022210639,0.02327394,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758198,0.022207258,0.023273787,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021777142,0.022225767,0.023288199,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021766747,0.022220101,0.023289791,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021807091,0.022253371,0.023307838,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02177273,0.022220608,0.023286897,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021796126,0.022245754,0.023307589,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021797321,0.022245862,0.023304245,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021773584,0.022219594,0.023281564,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021779906,0.022225674,0.023284612,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021758959,0.022207334,0.023271567,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021862817,0.022312085,0.023357153,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021835163,0.022277926,0.023324744,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175305,0.022201493,0.023266295,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201677,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175305,0.022201647,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753237,0.022201677,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201508,0.023266309,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175305,0.022201801,0.023266295,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201847,0.023266767,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021754606,0.022202692,0.023267377,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175375,0.022202016,0.023266767,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753673,0.022201801,0.023266434,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201677,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201847,0.023266614,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753362,0.022201647,0.023266573,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201677,0.023266614,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753237,0.022201677,0.023266309,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753517,0.022201647,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753066,0.022201508,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021752895,0.022201508,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753206,0.022201493,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201847,0.023266309,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753066,0.022201508,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753066,0.022201508,0.023266309,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753517,0.022201955,0.023267266,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175529,0.022203707,0.023268446,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753066,0.022201677,0.023266461,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753673,0.022202261,0.023267127,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753237,0.022201677,0.023266461,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175375,0.022202185,0.023267225,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753983,0.022202415,0.023267683,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753066,0.022201508,0.023266309,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02175375,0.022202185,0.023267377,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753673,0.022202261,0.023266573,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201508,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201847,0.023266614,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753408,0.022201508,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753066,0.022201677,0.023266156,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021753362,0.022201801,0.023266434,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021783042,0.02223252,0.023297056,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021800222,0.022248284,0.023307893,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02179442,0.022241538,0.023299683,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782468,0.022231246,0.023292988,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780869,0.02222899,0.023291245,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021781272,0.022229558,0.023291922,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021783819,0.022231906,0.023294151,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782639,0.022230233,0.02329177,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021779223,0.022228376,0.023290857,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.0217818,0.022230218,0.023292075,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02178281,0.022231077,0.02329314,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782639,0.022231583,0.023294054,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021784859,0.022231752,0.023292836,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021783664,0.022231445,0.02329332,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021798872,0.022246474,0.023311705,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021832268,0.022275233,0.023324896,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780589,0.022229726,0.023292531,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021787856,0.022235434,0.023296502,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021784517,0.022233102,0.023297097,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021803804,0.022250812,0.023310324,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021788476,0.022236047,0.023296364,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021817786,0.022265807,0.023320952,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021793566,0.02224137,0.023301965,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021792977,0.022242643,0.023303002,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021783664,0.022230739,0.023292379,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782468,0.022230402,0.023292684,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780714,0.022228683,0.023290829,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780589,0.022228882,0.023290704,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782639,0.022231246,0.023294206,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021785527,0.02223252,0.023292904,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021784347,0.022233102,0.023296184,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02179203,0.022241201,0.023302725,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021797833,0.022247103,0.023313362,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021834141,0.022276243,0.023324896,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021805075,0.022253677,0.023313086,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02180261,0.022248621,0.023306221,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021790183,0.022239116,0.02330314,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021820513,0.022264459,0.023322772,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021807557,0.022255026,0.023310324,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021790338,0.022237888,0.023297608,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782126,0.022230064,0.023291313,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780418,0.022228882,0.02329177,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02178725,0.02223479,0.023295271,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02178076,0.022228376,0.023291009,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021785371,0.022234284,0.023296793,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021791735,0.022239882,0.023301896,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021785884,0.022240695,0.023308349,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021827235,0.02227251,0.023326193,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021801928,0.022252329,0.023312603,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021801928,0.022248789,0.023305917,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021785216,0.022232059,0.023293458,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021781443,0.022228714,0.0232904,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021801245,0.022255194,0.023318372,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021825114,0.022267659,0.023321559,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021793286,0.022240956,0.023300099,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782639,0.022231077,0.023292075,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021781785,0.022230402,0.023292227,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780869,0.022230218,0.023292767,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021783664,0.022230908,0.023292075,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021794063,0.022244481,0.023308113,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021822124,0.022274193,0.023335836,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021812843,0.02226008,0.023314425,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021788786,0.022233777,0.023293597,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021782126,0.022230064,0.023291618,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021779006,0.022227761,0.023289998,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021780418,0.022227363,0.023289639,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021779735,0.022227701,0.023289791,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02177947,0.022228222,0.023291245,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.021788957,0.022235465,0.023296184,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
Very LOW,0.02178503,0.022234284,0.023296945,0.018590891,0.000580716,0.056214823,0.000142113,0.000121037
